School ID,School Short Name,School Name,Street Address,City,State,ZIP,Phone Number,Website,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Reading Growth African American,Reading Growth Hispanic,Reading Growth White,Reading Growth Students with Disabilities,Reading Growth English Language Learners,Reading Growth Free and Reduced Lunch,Math Growth African American,Math Growth Hispanic,Math Growth White,Math Growth Students with Disabilities,Math Growth English Language Learners,Math Growth Free and Reduced  Lunch,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,Blue Ribbon Award Year,X Coordinate,Y Coordinate,Latitude,Longitude,Location
610241,Marconi,Guglielmo Marconi Elementary Community Academy,230 N Kolmar Ave,Chicago,IL,60624,(773) 534-6210,http://www.marconi.cps.k12.il.us,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Standard,Level 3,Yes,6,Scantron,Far Above Average,73.4%,60%,68.4%,88.2%,52.2%,57.9%,73.1%,66.4%,66.7%,94.4%,88.9%,60%,76.5%,92.3%,80.7%,Below Average,38.1%,35.3%,30%,25%,32%,43.5%,39.3%,34.6%,31.6%,65%,25%,28%,47.8%,50%,41.5%,66.4%,,,,,66.9%,80.7%,,,,,80.5%,Organized,Weak,Neutral,Strong,Neutral,Strong,Very Weak,60.8%,43%,3.5,2.4,91.5%,89.4%,96.5%,95.3%,No,No,,1145991.5165555563,1900994.6565944825,-87.73936153,41.88431659,"(-87.73936153, 41.88431659)"
610242,Brennemann,Joseph Brennemann Elementary School,4251 N Clarendon Ave,Chicago,IL,60613,(773) 534-5766,,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,48.7%,52%,53.8%,34.3%,59.3%,59.1%,44%,49.4%,46.2%,36%,50%,60.7%,65%,32%,48.1%,Below Average,38.5%,44.8%,30.8%,23.7%,39.3%,44%,40.7%,36.4%,26.7%,14.3%,37.1%,46.7%,73.1%,50%,40.6%,53.4%,,,,46.5%,49%,49.6%,,,,56.1%,47.3%,Partially Organized,Weak,Strong,Neutral,Weak,Weak,Neutral,33.7%,52.2%,3.9,3.9,96.5%,94.4%,97.7%,98.2%,No,No,,1170183.792721468,1928747.6703713657,-87.64971223,41.95997841,"(-87.64971223, 41.95997841)"
610243,Calhoun,John Calhoun North Elementary School,2833 W Adams St,Chicago,IL,60612,(773) 534-6940,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,60.6%,58.3%,60%,51.7%,48.5%,50%,89.7%,59.4%,88%,57.1%,66.7%,44.1%,53.3%,69%,61.7%,Average,45.7%,44%,48.6%,37.5%,21.6%,36.7%,48.4%,39.1%,69.2%,51.4%,39.4%,34.2%,63.3%,64.5%,52.3%,59.6%,,,54.2%,,59.8%,61.3%,,,65.3%,,61.5%,Moderately Organized,Weak,Not Enough Data,Not Enough Data,Neutral,Strong,Not Enough Data,100%,96%,2.4,2.1,95.9%,94.1%,96.5%,95.1%,No,No,,1157392.71588939,1898855.0556747913,-87.69755292,41.87822115,"(-87.69755292, 41.87822115)"
610246,Beasley,Edward Beasley Elementary Magnet Academic Center,5255 S State St,Chicago,IL,60609,(773) 535-1230,http://www.beasleyac.org,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 2,No,0,Scantron,Average,51.1%,47.7%,47.7%,52.3%,60.3%,59.3%,65.1%,55.2%,44.4%,50.8%,33%,39.4%,55%,59.8%,46.8%,Average,48%,43.2%,43.4%,43.4%,48.6%,70.8%,62.6%,51.6%,29.5%,44.8%,38.6%,36.6%,59.5%,57.8%,44.3%,55.3%,,,32.4%,,56%,46.2%,,,36.7%,,46.7%,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Neutral,74.7%,59%,2.9,2.2,95%,94.3%,94.7%,95.4%,No,No,,1177212.2603648205,1869948.0812695217,-87.62565509,41.79847228,"(-87.62565509, 41.79847228)"
610248,Chgo Acad Es,Chicago Academy Elementary School,3400 N Austin Ave,Chicago,IL,60634,(773) 534-3885,http://www.chicagoacademy.org,AUSL Schools,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,65.6%,73.6%,69.2%,67.6%,57.1%,54.4%,67.3%,64.5%,71.7%,64.8%,53.8%,65.5%,70.2%,73.6%,66.7%,Above Average,61.4%,40%,58.2%,75%,57.1%,72.4%,71.9%,61.8%,60%,59.6%,58.9%,53.3%,70.7%,63.6%,61%,63.3%,64.6%,65.4%,66.7%,,63.8%,68.8%,61.9%,74.2%,62.9%,63.3%,65.2%,Organized,Strong,Neutral,Neutral,Strong,Neutral,Strong,30.6%,41.5%,2,2.4,96.3%,96.3%,96.1%,96.3%,No,No,,1135740.0906171845,1922002.9411903804,-87.77650575,41.94215439,"(-87.77650575, 41.94215439)"
610249,Talman,Talman Elementary School,5450 S Talman Ave,Chicago,IL,60632,(773) 535-7850,http://www.talman.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,63.2%,46.2%,54.5%,71.4%,65.2%,75.9%,70%,63.5%,46.2%,72.7%,60.7%,73.9%,62.1%,60%,62.9%,Average,48%,28.6%,41.2%,46.9%,68%,70%,75%,53.8%,25%,26.5%,34.4%,68%,53.3%,54.2%,42.2%,,63.9%,,,59.2%,64.7%,,62.7%,,,63.3%,62.7%,Well-organized,Very Strong,Very Strong,Strong,Very Strong,Very Strong,Very Strong,18.2%,17.1%,1.8,1.9,96.2%,93.7%,95.5%,94.3%,No,No,,1159597.9298664185,1868206.8287467284,-87.6902983,41.79407382,"(-87.6902983, 41.79407382)"
610250,Salazar,Rueben Salazar Elementary Bilingual Center,160 W Wendell St,Chicago,IL,60610,(773) 534-8310,http://www.salazar.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,56%,62.7%,33.3%,75%,51.1%,67.7%,50%,56.6%,57.1%,47.4%,67.7%,41.3%,63.9%,62.5%,55.4%,Average,53.4%,42.3%,36.8%,66.7%,68.8%,57.6%,50%,53.6%,57.7%,36.8%,61.8%,61.2%,55.3%,38.5%,53.2%,43.2%,59%,,53.7%,68%,56.6%,55.6%,55.4%,,60%,65.3%,54.4%,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,16.1%,33.7%,2.1,3.9,95.1%,95.4%,95.8%,97.1%,No,No,,1174702.2876090896,1907452.818947395,-87.63373912,41.90144445,"(-87.63373912, 41.90144445)"
610251,Cather,Willa Cather Elementary School,2908 W Washington Blvd,Chicago,IL,60612,(773) 534-6780,http://www.cather.cps.k12.il.us,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,62.1%,50%,40%,69.6%,42.3%,72.7%,66.7%,56.3%,73.1%,90%,78.3%,57.7%,45.5%,64.7%,67.9%,Below Average,42.9%,19.2%,22.7%,30.4%,19.2%,47.8%,45%,30%,46.2%,63.6%,78.3%,46.2%,47.8%,55%,55.7%,56.4%,,,48.4%,,56%,67.4%,,,71%,,67.7%,Organized,Neutral,Strong,Neutral,Neutral,Strong,Neutral,60.2%,79.1%,1.7,2.4,94.9%,94.8%,96.4%,95.2%,No,No,,1156925.053452996,1900584.719155786,-87.69922315,41.882977,"(-87.69922315, 41.882977)"
610252,Dett,Robert Nathaniel Dett Elementary School,2306 W Maypole Ave,Chicago,IL,60612,(773) 534-7160,http://www.dett.cps.k12.il.us,Fulton Elementary Network,Fulton Elementary Network,Track E,Level 2,No,0,Scantron,Below Average,41.1%,33.3%,52.4%,50%,45%,23.8%,43.3%,41.9%,13.3%,47.6%,40.9%,60%,38.1%,36.7%,40.3%,Far Below Average,28.2%,17.6%,9.1%,9.1%,23.8%,33.3%,23.3%,19.5%,17.6%,18.2%,31.8%,47.6%,52.4%,46.7%,36.8%,41.7%,,,,,41.7%,40.2%,,,,,40.2%,Well-organized,Strong,Strong,Strong,Strong,Strong,Neutral,78.9%,94.4%,4.1,3.5,94.4%,91.1%,94.8%,93.4%,No,No,,1160870.307632377,1900992.918868848,-87.68472465,41.88401623,"(-87.68472465, 41.88401623)"
610254,Dvorak Tech Acad,Dvorak Technology Academy,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,http://www.Dvoraktech.org,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,31.3%,15.5%,33.3%,28.6%,47.1%,58.2%,39%,37.5%,17.9%,25%,25%,23.5%,42.1%,14.6%,25.3%,Far Below Average,18.7%,8.2%,24.3%,12.9%,20.4%,35.1%,41.9%,23.7%,5.3%,21.4%,17.1%,1.9%,16.9%,25.6%,13.8%,38.1%,,,22.5%,,37%,25.4%,,,30.2%,,24.8%,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,58.5%,50%,3.8,3.5,94.2%,93%,95.4%,94.5%,No,No,,1152488.8511213744,1891762.2569266611,-87.71574626,41.85885599,"(-87.71574626, 41.85885599)"
610256,Robinson,Jackie Robinson Elementary School,4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,4,NWEA,Below Average,39.6%,30.8%,,,,,,30.8%,48.1%,,,,,,48.1%,Far Below Average,4.8%,3.2%,,,,,,3.2%,6.3%,,,,,,6.3%,,,,,,,,,,,,,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,19.9%,35.8%,2,1.7,90.5%,89.8%,93.8%,92.7%,Yes,No,,1184412.8796308597,1876890.9743871773,-87.59903174,41.81735839,"(-87.59903174, 41.81735839)"
610257,Morton,Morton School of Excellence,431 N Troy St,Chicago,IL,60612,(773) 534-6791,,AUSL Schools,Garfield-Humboldt Elementary Network,Track E,Level 1,Yes,9,NWEA,Above Average,69.1%,44.4%,44.4%,88.5%,60.7%,75%,56.1%,61.3%,74.1%,81.5%,77.8%,78.6%,71.9%,77.5%,76.8%,Average,47.6%,36.7%,35.7%,60.7%,31.3%,50%,46.5%,43.7%,53.3%,57.1%,71.4%,28.1%,50%,52.4%,51.5%,61.6%,,,,,60.9%,77.4%,,,,,76.5%,Well-organized,Neutral,Strong,Strong,Strong,Strong,Neutral,94.2%,100%,1.8,1.9,93.6%,93.7%,97.1%,97.5%,Yes,No,,1155338.2455666286,1902872.4025958965,-87.7049885,41.88928666,"(-87.7049885, 41.88928666)"
610263,Dulles,John Foster Dulles Elementary School,6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,http://www.dullesschoolofexcellence.org,AUSL Schools,Skyway Elementary Network,Track E,Level 2,Yes,6,NWEA,Above Average,62.2%,71.2%,58.1%,62.5%,53.2%,65.2%,59.3%,61.9%,73.4%,66.7%,56%,58.5%,58.3%,50%,62.4%,Far Below Average,19.8%,17.9%,27.7%,24.5%,18%,16%,25%,21.5%,22.2%,21.2%,13.7%,14.9%,23.1%,12.5%,18.2%,62.4%,,,59%,,61.8%,62.5%,,,86.1%,,62.2%,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,57%,75.4%,3.2,2.9,94.1%,94.1%,97.3%,97.2%,No,No,,1179581.237248021,1863162.0820292642,-87.61717494,41.779797,"(-87.61717494, 41.779797)"
610265,Banneker,Benjamin Banneker Elementary School,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3020,,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,43%,16.7%,22.2%,43.5%,50%,60.9%,44%,39.3%,43.5%,40.7%,39.1%,62.1%,39.1%,52%,46.7%,Far Below Average,26.4%,13.3%,10.3%,12%,20%,41.7%,44.4%,23%,20.7%,27.6%,28%,13.3%,45.8%,48.1%,29.9%,39.3%,,,,,39.3%,46.3%,,,,,46.7%,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Neutral,60.2%,62.8%,2.2,1.8,91.3%,91.1%,93.9%,94.5%,No,No,,1174114.3573733796,1860550.723681342,-87.63729464,41.77275433,"(-87.63729464, 41.77275433)"
610266,Dumas Tech Acad,Dumas Technology Academy,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0750,http://www.dumastech.org,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,40.8%,44.1%,21.6%,54.5%,40%,46.4%,34.6%,39.9%,33.3%,32.4%,48.6%,34.5%,61.5%,45%,41.6%,Far Below Average,18.9%,19.4%,7.7%,33.3%,18.2%,20%,30.6%,21.4%,15.8%,15.4%,25%,6.1%,20.7%,14.7%,16.4%,40.3%,,,30%,,40.1%,42.1%,,,51.3%,,41.8%,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Weak,73.7%,85.8%,2.5,2.7,92.5%,91.6%,95.6%,96%,No,No,,1183997.3990641523,1860905.9438027837,-87.60105531,41.77350389,"(-87.60105531, 41.77350389)"
610268,Ashe,Arthur R Ashe Elementary School,8505 S Ingleside Ave,Chicago,IL,60619,(773) 535-3550,,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,41.6%,32%,35.9%,35%,37.5%,44.4%,41.7%,38.3%,11.5%,41.3%,33.3%,53.8%,60.5%,58.1%,44.9%,Far Below Average,25.4%,10.5%,20%,11.1%,10.3%,39%,18.4%,18.9%,5.6%,26.5%,11.5%,36.1%,44.2%,60.5%,32%,38.5%,,,,,38.3%,44.6%,,,,,44.4%,Organized,Not Enough Data,Strong,Very Strong,Not Enough Data,Not Enough Data,Weak,81.3%,67.9%,3.3,3.2,87.9%,89.7%,93.4%,94.5%,No,No,,1184078.6612347635,1848752.9911260947,-87.60113659,41.74015307,"(-87.60113659, 41.74015307)"
610269,McCutcheon,John T McCutcheon Elementary School,4865 N Sheridan Rd,Chicago,IL,60640,(773) 534-2680,http://www.mccutcheon.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,52.7%,47.4%,57.6%,59.5%,57.9%,54.8%,57.9%,55.5%,53.8%,54.5%,48.8%,21.1%,60.6%,47.4%,50%,Below Average,42.8%,41.5%,47.2%,31%,35%,36.1%,47.6%,39.3%,29.5%,50%,46.5%,50%,50%,63.6%,46.3%,52.2%,51.4%,,36.4%,60.5%,55%,43.5%,55.3%,,37.1%,59.5%,50.5%,Not Yet Organized,Weak,Not Enough Data,Not Enough Data,Weak,Weak,Not Enough Data,50%,48.4%,2,1.4,94%,93.3%,94.8%,95.8%,No,No,,1168789.5350755234,1932738.461772487,-87.65472193,41.97095968,"(-87.65472193, 41.97095968)"
610271,Jensen,Jensen Elementary Scholastic Academy,3030 W Harrison St,Chicago,IL,60612,(773) 534-6840,http://www.Jensen.com,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,62.4%,56.3%,74.4%,75%,41.2%,56.1%,73.3%,62.7%,76.5%,66.7%,88.6%,60%,41.7%,33.3%,62.1%,Average,53.3%,31.6%,38.5%,52.6%,11.1%,61.9%,66.7%,43.5%,50%,56.4%,92.1%,52.8%,67.5%,59.3%,63.3%,62.9%,,,,,62.4%,61.8%,,,,,63.2%,Not Yet Organized,Very Weak,Not Enough Data,Not Enough Data,Weak,Weak,Not Enough Data,82.7%,78.4%,2,1.7,93.1%,93.1%,95.3%,94.5%,No,No,,1156127.6008018688,1897250.0198360204,-87.70224149,41.87384239,"(-87.70224149, 41.87384239)"
610273,Paderewski,Ignance Paderewski Elementary Learning Academy,2221 S Lawndale Ave,Chicago,IL,60623,(773) 534-1821,http://www.paderewskielementary.org,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 3,Yes,6,Scantron,Average,54.5%,,40%,35.7%,80%,53.8%,56.3%,54%,40%,55%,50%,56.3%,53.3%,68.8%,54.9%,Far Below Average,24.6%,40%,23.8%,0%,12.5%,18.8%,38.9%,22.1%,10%,38.1%,21.4%,23.5%,25%,33.3%,27.1%,57.1%,,,,,54%,54.1%,,,,,54.9%,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Neutral,92.9%,95.7%,3.1,2.7,92.1%,91.5%,95.2%,95%,No,No,,1152095.4797569967,1888877.6952402752,-87.71726618,41.85094816,"(-87.71726618, 41.85094816)"
610274,Johnson,James Weldon Johnson Elementary School,1420 S Albany Ave,Chicago,IL,60623,(773) 534-1829,,AUSL Schools,Austin-North Lawndale Elementary Network,Track E,Level 2,Yes,9,NWEA,Above Average,60.4%,32%,39.3%,65.2%,66.7%,64.3%,57.7%,54.4%,65.5%,60.7%,60.9%,73.3%,77.8%,57.7%,66.3%,Far Below Average,28.2%,22.2%,40%,35.7%,21.2%,46.9%,35.7%,33.7%,20%,23.3%,14.3%,18.2%,25.8%,35.7%,22.8%,54.4%,,,,,54.4%,65.8%,,,,,66.3%,Moderately Organized,Weak,Neutral,Neutral,Neutral,Strong,Neutral,,82.1%,,3.5,94.7%,94.8%,97.5%,96.5%,Yes,No,,1155905.3015851146,1892874.4425649443,-87.7031756,41.86183983,"(-87.7031756, 41.86183983)"
610276,Mollison,Irvin C Mollison Elementary School,4415 S Dr Martin L King Jr Dr,Chicago,IL,60653,(773) 535-1804,,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,5,Scantron,Average,45%,22.2%,48.3%,46.2%,58.3%,66.7%,44%,45.9%,20%,41.4%,50%,36%,55.6%,66.7%,44.1%,Far Below Average,25.8%,18.5%,19.4%,14.3%,25.9%,38.9%,25.9%,22.8%,17.9%,32.3%,22.2%,33.3%,42.9%,26.9%,28.8%,45.9%,,,,,45.1%,44.1%,,,,,44.1%,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Neutral,98.9%,96%,2.5,1.8,91.1%,93.2%,94.3%,95.1%,Pending,No,,1179638.339971696,1875750.7182870014,-87.61658079,41.81434006,"(-87.61658079, 41.81434006)"
610277,Overton,Anthony Overton Elementary School,221 E 49th St,Chicago,IL,60615,(773) 535-1430,,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,36.1%,30.4%,30%,36.4%,35.5%,44.4%,33.3%,34.6%,31.3%,50%,39.4%,41.9%,42.3%,16.7%,37.6%,Far Below Average,17.6%,20.4%,16.7%,23.5%,18.8%,13.3%,13.6%,18.3%,18%,16.7%,29.4%,15.6%,13.8%,0%,16.9%,33.9%,,,,,34.8%,37.6%,,,,,36.9%,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,87.9%,80.8%,3.9,3.5,90.5%,90%,94.9%,95.3%,No,No,,1178699.353314604,1872549.0259059242,-87.62012252,41.80557578,"(-87.62012252, 41.80557578)"
610279,Tanner,Henry O Tanner Elementary School,7350 S Evans Ave,Chicago,IL,60619,(773) 535-3870,http://www.tanner.cps.k12.il.us,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 2,Yes,6,Scantron,Above Average,56.1%,61%,48.7%,47.8%,43.1%,75%,59%,55.8%,54.4%,69.4%,52.2%,40%,68.3%,61.1%,56.4%,Below Average,34.3%,34.9%,30%,14.6%,36.4%,44.7%,37.5%,33.1%,30.2%,43.6%,22.4%,24.5%,57.8%,41%,35.4%,56.2%,,,41.3%,,56%,56.4%,,,58.3%,,56.3%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,43.2%,41.9%,3.1,2.3,91.8%,92.8%,95.6%,94.2%,Yes,No,,1182462.0616173442,1856226.4164624626,-87.60682834,41.76069854,"(-87.60682834, 41.76069854)"
610281,Powell,Adam Clayton Powell Paideia Community Academy ES,7511 S South Shore Dr,Chicago,IL,60649,(773) 535-6650,,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 2,No,0,Scantron,Below Average,39.5%,24.5%,40.8%,37.5%,43.3%,41.7%,51.1%,39.9%,34%,46.9%,30.9%,34.9%,38.3%,52.2%,39.1%,Far Below Average,25.9%,20%,29.4%,21.5%,16.9%,27.7%,22.9%,22.8%,18.5%,29.4%,21.5%,25%,40%,41.7%,29.1%,39.6%,,,33.3%,,39.6%,38.8%,,,44.7%,,39.4%,Organized,Not Enough Data,Very Strong,Very Strong,Not Enough Data,Not Enough Data,Strong,97.7%,99%,1.6,1.7,95.6%,95.3%,95.3%,97.1%,No,No,,1196129.9847873156,1856209.4657215965,-87.55673627,41.76032435,"(-87.55673627, 41.76032435)"
610282,McNair,Ronald E McNair Elementary School,4820 W Walton St,Chicago,IL,60651,(773) 534-8980,,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 3,Yes,13,Scantron,Average,46.3%,48.9%,62.9%,43.3%,27.8%,30.6%,65.6%,46.3%,57.8%,50%,60.6%,25.7%,31.4%,50%,46.3%,Below Average,32.8%,30.6%,37.5%,19.4%,15.4%,21.1%,37.5%,26.9%,28.6%,55%,32.4%,29.7%,34.2%,56.3%,38.6%,46.4%,,,45.2%,,46.6%,46.9%,,,63.6%,,47.1%,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Neutral,71.9%,91.7%,2.1,1.9,90.7%,91.8%,96.5%,95.5%,No,No,,1143946.8539370922,1905911.0717089307,-87.74674645,41.8978464,"(-87.74674645, 41.8978464)"
610284,New Field,New Field Elementary School,1707 W Morse Ave,Chicago,IL,60626,(773) 534-2760,http://www.newfield.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,60.5%,57%,,,,,,57%,63.7%,,,,,,63.7%,Below Average,34.2%,30.6%,,,,,,30.6%,37.6%,,,,,,37.6%,,56.4%,,,49%,56.8%,,55.7%,,,59.6%,62.4%,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,36.4%,4.5%,1.6,2,96.2%,96.5%,95.6%,96%,Pending,No,,1163673.0544333144,1946078.681794772,-87.67315753,42.00767533,"(-87.67315753, 42.00767533)"
610285,Woods,Granville T Woods Math & Science Academy ES,6206 S Racine Ave,Chicago,IL,60636,(773) 535-9250,http://www.granvilletwoods.org,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,1,Scantron,Average,54.2%,40.9%,35.7%,51.1%,74.3%,53.7%,75.6%,55.5%,27.9%,52%,32.6%,71.4%,74.4%,65.9%,52.8%,Far Below Average,27.4%,16.7%,9.7%,8.2%,33.3%,31%,32.6%,21.7%,14.6%,12.9%,20.8%,50%,56.1%,46.5%,33.2%,54.5%,,,47.6%,,54.4%,52.9%,,,61.5%,,52%,Organized,Not Enough Data,Strong,Neutral,Not Enough Data,Not Enough Data,Neutral,96%,93.5%,1.9,2.3,91.9%,91.9%,95.2%,96.2%,Pending,No,,1169345.4880286064,1863577.5518616936,-87.65468845,41.7811649,"(-87.65468845, 41.7811649)"
610287,Ashburn,Ashburn Community Elementary School,8300 S Saint Louis Ave,Chicago,IL,60652,(773) 535-7860,http://www.ashburnschool.org,Midway Elementary Network,Midway Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,66.6%,58.2%,48.6%,75.5%,74.5%,80%,74.5%,69.1%,78.2%,70.3%,26.4%,70.8%,60%,80.4%,64%,Below Average,44.2%,22.8%,16.2%,47.2%,46.9%,53.2%,50%,40%,40.4%,45.9%,43.4%,52%,51.1%,57.7%,48.3%,68.3%,,,42.1%,,68.6%,63.6%,,,60.5%,,63%,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Neutral,22.9%,20.7%,2.9,2.3,95.5%,94%,97.1%,96.9%,Yes,No,,1154458.7602946348,1849313.6022345426,-87.70964592,41.74233179,"(-87.70964592, 41.74233179)"
610290,Mays,Benjamin E Mays Elementary Academy,838 W Marquette Rd,Chicago,IL,60621,(773) 535-3892,http://www.mays.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,1,Scantron,Above Average,56.2%,56.7%,36.4%,48.1%,82.4%,66.7%,63.2%,57.5%,73.3%,56.8%,42.3%,64.7%,44.4%,36.8%,55%,Below Average,40.8%,35.5%,27.1%,44.4%,44.1%,18.5%,42.1%,34.4%,45.2%,38.3%,53.8%,44.1%,48.1%,68.4%,47.3%,57.5%,,,,,57.8%,55.1%,,,,,55.3%,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,,14.2%,,4.3,95.5%,96.3%,96.6%,96.2%,No,No,,1171705.529648912,1860460.827581746,-87.64612737,41.77256081,"(-87.64612737, 41.77256081)"
610291,Lee,Richard Henry Lee Elementary School,6448 S Tripp Ave,Chicago,IL,60629,(773) 535-2255,http://www.lee.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,55.3%,45.6%,66.7%,44.7%,48.8%,50%,48.4%,50.6%,65.8%,70.5%,38.8%,79.8%,53.5%,50%,59.9%,Average,50%,39.5%,42%,35.3%,38.4%,37.1%,33.3%,37.7%,50.6%,64.2%,56.5%,64%,69.7%,69.7%,62.3%,,51.1%,,38.6%,47.8%,50.9%,,60.4%,,49.1%,71.7%,60.4%,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,33.3%,36.9%,1.5,1.3,95%,95.3%,95.3%,95.1%,No,No,,1149113.7522754506,1861299.6928421143,-87.72892174,41.77532831,"(-87.72892174, 41.77532831)"
610293,Melody,Genevieve Melody Elementary School,412 S Keeler Ave,Chicago,IL,60624,(773) 534-6850,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,Yes,6,NWEA,Above Average,63.7%,51.9%,76.2%,53.1%,55.6%,65%,43.8%,56%,87%,76.2%,61.3%,88.9%,55.6%,67.7%,71.8%,Below Average,32%,36.4%,38.5%,20.6%,40%,45.5%,29.4%,33.7%,36.4%,23.1%,35.3%,45%,22.7%,21.2%,30.4%,56%,,,64.5%,,56.6%,71.8%,,,,,70.8%,Moderately Organized,Weak,Strong,Neutral,Neutral,Neutral,Strong,84.8%,47.4%,2.9,4.7,92.1%,92.3%,96%,96.7%,No,No,,1148424.2261362441,1897525.2314634142,-87.73051772,41.87474954,"(-87.73051772, 41.87474954)"
